Date,Store,Product,Category,Quantity,UnitPrice,CostPerUnit,TotalSales,Profit
2025-09-08,Liverpool,MacBook Air M1,Laptops,2,926.14,532.14,1852.28,788.0
2025-09-09,Birmingham,Nintendo JoyCon,Gaming,4,1057.69,780.62,4230.76,1108.28
2025-09-10,Birmingham,iPhone 14,Smartphones,5,882.73,519.56,4413.65,1815.85
2025-09-11,Manchester,iPad 10,Tablets,2,610.57,484.75,1221.14,251.64
2025-09-12,Birmingham,iPhone 15,Smartphones,2,1119.38,687.82,2238.76,863.12
2025-09-13,Leeds,Lenovo Tab M10,Tablets,1,662.35,391.15,662.35,271.2
2025-09-14,London,iPad 10,Tablets,3,33.4,23.59,100.2,29.43
2025-09-15,London,iPad 10,Tablets,1,378.19,283.61,378.19,94.58
2025-09-16,Manchester,Gaming Headset,Gaming,1,337.32,200.63,337.32,136.69
2025-09-17,Liverpool,Lenovo Tab M10,Tablets,2,1104.45,786.76,2208.9,635.38
2025-09-18,Liverpool,MacBook Pro M2,Laptops,2,1211.53,954.74,2423.06,513.58
2025-09-19,Liverpool,Nintendo JoyCon,Gaming,2,780.14,459.25,1560.28,641.78
2025-09-20,London,iPad Pro,Tablets,1,1382.73,974.21,1382.73,408.52
2025-09-21,Manchester,Samsung A54,Smartphones,4,1374.58,1100.95,5498.32,1094.52
2025-09-22,Birmingham,Lenovo Tab M10,Tablets,2,952.77,559.21,1905.54,787.12
2025-09-23,Birmingham,HP Pavilion,Laptops,2,981.0,811.97,1962.0,338.06
2025-09-24,Newcastle,MacBook Pro M2,Laptops,3,906.29,516.93,2718.87,1168.08
2025-09-25,Liverpool,Nintendo JoyCon,Gaming,4,330.84,197.96,1323.36,531.52
2025-09-26,Leeds,MacBook Air M1,Laptops,1,1387.56,748.11,1387.56,639.45
2025-09-27,Liverpool,PS5 Controller,Gaming,2,1414.95,1077.3,2829.9,675.3
2025-09-28,Birmingham,Gaming Headset,Gaming,3,183.44,110.29,550.32,219.45
2025-09-29,Leeds,Anker Charger,Accessories,3,782.21,537.73,2346.63,733.44
2025-09-30,Newcastle,Xbox Controller,Gaming,4,1311.5,1035.88,5246.0,1102.48
2025-10-01,London,Gaming Headset,Gaming,2,572.81,340.84,1145.62,463.94
2025-10-02,Liverpool,Xiaomi Mi 12,Smartphones,5,601.24,417.07,3006.2,920.85
2025-10-03,Liverpool,Xiaomi Mi 12,Smartphones,2,1328.88,824.8,2657.76,1008.16
2025-10-04,Newcastle,iPhone 14,Smartphones,5,699.6,450.46,3498.0,1245.7
2025-10-05,Leeds,USB-C Cable,Accessories,1,1116.13,895.18,1116.13,220.95
2025-10-06,Manchester,Samsung Buds,Accessories,1,530.94,342.44,530.94,188.5
2025-10-07,Manchester,iPad Pro,Tablets,2,959.27,675.09,1918.54,568.36
2025-10-08,Newcastle,iPhone 15,Smartphones,4,480.28,268.2,1921.12,848.32
2025-10-09,Newcastle,Amazon Fire HD,Tablets,3,844.18,544.94,2532.54,897.72
2025-10-10,London,Samsung S22,Smartphones,3,1050.72,783.58,3152.16,801.42
2025-10-11,Manchester,Xbox Controller,Gaming,2,629.7,506.71,1259.4,245.98
2025-10-12,Manchester,Steam Gift Card,Gaming,1,753.64,622.95,753.64,130.69
2025-10-13,Manchester,Xiaomi Mi 12,Smartphones,5,1151.91,849.67,5759.55,1511.2
2025-10-14,London,Xiaomi Mi 12,Smartphones,1,46.82,36.4,46.82,10.42
2025-10-15,Manchester,Lenovo Tab M10,Tablets,3,849.8,611.81,2549.4,713.97
2025-10-16,Leeds,AirPods Pro,Accessories,4,1051.97,803.1,4207.88,995.48
2025-10-17,Newcastle,iPhone 14,Smartphones,3,208.53,125.1,625.59,250.29
2025-10-18,Liverpool,Nintendo JoyCon,Gaming,3,1285.36,1039.72,3856.08,736.92
2025-10-19,Manchester,Lenovo Tab M10,Tablets,1,1209.24,986.28,1209.24,222.96
2025-10-20,London,AirPods Pro,Accessories,4,1274.93,880.92,5099.72,1576.04
2025-10-21,Birmingham,Xbox Controller,Gaming,2,779.78,659.87,1559.56,239.82
2025-10-22,Newcastle,Nintendo JoyCon,Gaming,2,495.32,285.82,990.64,419.0
2025-10-23,Liverpool,Amazon Fire HD,Tablets,3,566.83,292.41,1700.49,823.26
2025-10-24,Birmingham,Samsung Tab S9,Tablets,2,999.29,668.92,1998.58,660.74
2025-10-25,Birmingham,Samsung Buds,Accessories,5,173.44,89.67,867.2,418.85
2025-10-26,Manchester,iPhone 15,Smartphones,2,1177.3,898.41,2354.6,557.78
2025-10-27,Leeds,AirPods Pro,Accessories,3,1013.31,726.71,3039.93,859.8
2025-10-28,Manchester,Amazon Fire HD,Tablets,1,533.5,339.71,533.5,193.79
2025-10-29,Leeds,Samsung S22,Smartphones,5,988.12,801.56,4940.6,932.8
2025-10-30,Newcastle,Xbox Controller,Gaming,4,721.4,541.58,2885.6,719.28
2025-10-31,Birmingham,iPad 10,Tablets,5,338.07,219.31,1690.35,593.8
2025-11-01,Manchester,HP Pavilion,Laptops,3,298.12,157.09,894.36,423.09
2025-11-02,London,HP Pavilion,Laptops,3,1236.31,903.53,3708.93,998.34
2025-11-03,Leeds,Samsung S22,Smartphones,3,961.83,590.16,2885.49,1115.01
2025-11-04,Newcastle,USB-C Cable,Accessories,2,432.12,315.08,864.24,234.08
2025-11-05,Birmingham,Lenovo ThinkPad,Laptops,4,703.05,593.48,2812.2,438.28
2025-11-06,London,Lenovo ThinkPad,Laptops,4,565.15,368.09,2260.6,788.24
2025-11-07,Birmingham,Steam Gift Card,Gaming,5,1334.93,1052.61,6674.65,1411.6
2025-11-08,Leeds,MacBook Air M1,Laptops,3,781.02,591.76,2343.06,567.78
2025-11-09,Newcastle,MacBook Pro M2,Laptops,3,1222.82,913.93,3668.46,926.67
2025-11-10,Leeds,Amazon Fire HD,Tablets,4,503.43,383.55,2013.72,479.52
2025-11-11,Leeds,Dell XPS 13,Laptops,5,709.42,496.53,3547.1,1064.45
2025-11-12,Liverpool,PS5 Controller,Gaming,3,53.19,33.3,159.57,59.67
2025-11-13,Newcastle,Amazon Fire HD,Tablets,5,363.39,183.52,1816.95,899.35
2025-11-14,Liverpool,MacBook Air M1,Laptops,4,77.63,61.56,310.52,64.28
2025-11-15,Manchester,Dell XPS 13,Laptops,3,944.43,757.95,2833.29,559.44
2025-11-16,Liverpool,iPad 10,Tablets,4,1486.21,1136.74,5944.84,1397.88
2025-11-17,Liverpool,MacBook Pro M2,Laptops,5,596.06,345.78,2980.3,1251.4
2025-11-18,Liverpool,iPad Pro,Tablets,4,800.96,459.81,3203.84,1364.6
2025-11-19,Birmingham,Gaming Headset,Gaming,2,981.27,766.91,1962.54,428.72
2025-11-20,Newcastle,Samsung S22,Smartphones,3,1252.59,785.19,3757.77,1402.2
2025-11-21,Liverpool,Dell XPS 13,Laptops,5,954.83,495.59,4774.15,2296.2
2025-11-22,Birmingham,iPhone 14,Smartphones,2,840.94,640.57,1681.88,400.74
2025-11-23,Newcastle,Samsung A54,Smartphones,2,1008.29,799.65,2016.58,417.28
2025-11-24,Liverpool,HP Pavilion,Laptops,2,1173.07,836.86,2346.14,672.42
2025-11-25,Leeds,Anker Charger,Accessories,3,965.77,805.2,2897.31,481.71
2025-11-26,Newcastle,Xbox Controller,Gaming,5,1254.01,909.03,6270.05,1724.9
2025-11-27,Leeds,Dell XPS 13,Laptops,4,545.29,282.57,2181.16,1050.88
2025-11-28,Newcastle,MacBook Air M1,Laptops,4,1323.84,1071.01,5295.36,1011.32
2025-11-29,Leeds,Lenovo Tab M10,Tablets,3,1331.42,757.35,3994.26,1722.21
2025-11-30,London,Samsung S22,Smartphones,3,64.44,52.46,193.32,35.94
2025-12-01,London,Gaming Headset,Gaming,4,119.18,100.27,476.72,75.64
2025-12-02,Manchester,iPhone 15,Smartphones,5,145.95,92.67,729.75,266.4
2025-12-03,Manchester,Samsung Buds,Accessories,2,722.93,375.44,1445.86,694.98
2025-12-04,Birmingham,USB-C Cable,Accessories,4,1460.15,1118.11,5840.6,1368.16
2025-12-05,Birmingham,Lenovo Tab M10,Tablets,4,1243.4,780.8,4973.6,1850.4
2025-12-06,Manchester,Steam Gift Card,Gaming,4,331.55,259.66,1326.2,287.56
2025-12-07,Newcastle,Dell XPS 13,Laptops,4,933.48,517.7,3733.92,1663.12
2025-12-08,London,Dell XPS 13,Laptops,4,424.99,285.06,1699.96,559.72
2025-12-09,Manchester,iPhone 15,Smartphones,1,1078.48,645.66,1078.48,432.82
2025-12-10,London,Xiaomi Mi 12,Smartphones,1,869.95,638.13,869.95,231.82
2025-12-11,Manchester,Lenovo ThinkPad,Laptops,1,1152.44,955.54,1152.44,196.9
2025-12-12,Birmingham,Lenovo Tab M10,Tablets,2,716.88,523.05,1433.76,387.66
2025-12-13,Manchester,Logitech Mouse,Accessories,4,554.88,444.42,2219.52,441.84
2025-12-14,Leeds,Logitech Mouse,Accessories,1,780.5,637.01,780.5,143.49
2025-12-15,Birmingham,iPhone 14,Smartphones,5,775.02,587.22,3875.1,939.0
2025-12-16,Liverpool,HP Pavilion,Laptops,4,837.94,528.12,3351.76,1239.28
2025-12-17,Manchester,USB-C Cable,Accessories,3,343.69,193.84,1031.07,449.55
2025-12-18,Birmingham,PS5 Controller,Gaming,3,1409.56,1145.82,4228.68,791.22
2025-12-19,London,Samsung S22,Smartphones,5,1197.97,672.41,5989.85,2627.8
2025-12-20,Birmingham,Xiaomi Mi 12,Smartphones,2,792.49,559.6,1584.98,465.78
2025-12-21,Leeds,Steam Gift Card,Gaming,2,1193.04,858.47,2386.08,669.14
2025-12-22,Manchester,Samsung A54,Smartphones,1,840.42,478.89,840.42,361.53
2025-12-23,Liverpool,Dell XPS 13,Laptops,5,1418.11,1011.79,7090.55,2031.6
2025-12-24,London,Dell XPS 13,Laptops,5,712.74,472.69,3563.7,1200.25
2025-12-25,Leeds,Xbox Controller,Gaming,2,779.12,581.56,1558.24,395.12
2025-12-26,Leeds,Lenovo ThinkPad,Laptops,2,272.65,139.23,545.3,266.84
2025-12-27,Birmingham,Samsung S22,Smartphones,4,1011.65,671.65,4046.6,1360.0
2025-12-28,London,Gaming Headset,Gaming,1,1282.41,1057.9,1282.41,224.51
2025-12-29,Birmingham,Logitech Mouse,Accessories,3,684.58,399.19,2053.74,856.17
2025-12-30,Newcastle,Xiaomi Mi 12,Smartphones,1,920.31,550.68,920.31,369.63
2025-12-31,Liverpool,AirPods Pro,Accessories,3,1206.14,768.59,3618.42,1312.65
2026-01-01,Leeds,iPad 10,Tablets,1,370.66,273.21,370.66,97.45
2026-01-02,London,Lenovo ThinkPad,Laptops,5,1243.75,850.3,6218.75,1967.25
2026-01-03,Liverpool,Samsung S22,Smartphones,3,530.72,270.95,1592.16,779.31
2026-01-04,Newcastle,Dell XPS 13,Laptops,4,903.99,658.72,3615.96,981.08
2026-01-05,Manchester,Samsung Buds,Accessories,5,1329.59,1008.72,6647.95,1604.35
2026-01-06,London,Samsung S22,Smartphones,4,1445.77,728.09,5783.08,2870.72
2026-01-07,Liverpool,Samsung A54,Smartphones,4,1485.36,904.82,5941.44,2322.16
2026-01-08,London,Amazon Fire HD,Tablets,1,151.7,128.5,151.7,23.2
2026-01-09,Birmingham,Samsung Buds,Accessories,4,313.77,174.99,1255.08,555.12
2026-01-10,Newcastle,PS5 Controller,Gaming,2,300.3,150.68,600.6,299.24
2026-01-11,Liverpool,MacBook Air M1,Laptops,2,978.32,582.65,1956.64,791.34
2026-01-12,Liverpool,Lenovo Tab M10,Tablets,3,1140.43,592.41,3421.29,1644.06
2026-01-13,Manchester,AirPods Pro,Accessories,5,389.2,292.29,1946.0,484.55
2026-01-14,London,Anker Charger,Accessories,4,484.54,359.47,1938.16,500.28
2026-01-15,London,iPhone 15,Smartphones,3,526.32,342.36,1578.96,551.88
2026-01-16,Manchester,USB-C Cable,Accessories,5,806.55,484.56,4032.75,1609.95
2026-01-17,Leeds,HP Pavilion,Laptops,1,263.32,142.4,263.32,120.92
2026-01-18,Manchester,Samsung S22,Smartphones,4,1104.84,807.12,4419.36,1190.88
2026-01-19,Liverpool,Gaming Headset,Gaming,3,858.58,626.73,2575.74,695.55
2026-01-20,Liverpool,MacBook Pro M2,Laptops,1,1415.14,748.55,1415.14,666.59
2026-01-21,Liverpool,Steam Gift Card,Gaming,2,873.75,578.77,1747.5,589.96
2026-01-22,London,Steam Gift Card,Gaming,5,119.51,84.64,597.55,174.35
2026-01-23,Manchester,Logitech Mouse,Accessories,3,807.79,433.09,2423.37,1124.1
2026-01-24,Newcastle,Nintendo JoyCon,Gaming,5,384.44,249.21,1922.2,676.15
2026-01-25,Birmingham,iPhone 15,Smartphones,5,375.3,206.61,1876.5,843.45
2026-01-26,London,Samsung A54,Smartphones,1,697.73,404.18,697.73,293.55
2026-01-27,London,iPhone 14,Smartphones,2,551.63,434.82,1103.26,233.62
2026-01-28,London,Lenovo Tab M10,Tablets,1,505.71,289.86,505.71,215.85
2026-01-29,Leeds,Xiaomi Mi 12,Smartphones,3,347.43,220.04,1042.29,382.17
2026-01-30,Liverpool,Nintendo JoyCon,Gaming,5,699.5,424.0,3497.5,1377.5
2026-01-31,Manchester,USB-C Cable,Accessories,2,1032.12,708.09,2064.24,648.06
2026-02-01,Manchester,Xbox Controller,Gaming,4,389.66,284.05,1558.64,422.44
2026-02-02,Birmingham,HP Pavilion,Laptops,1,1393.59,1108.88,1393.59,284.71
2026-02-03,Birmingham,Samsung Tab S9,Tablets,4,1046.14,760.42,4184.56,1142.88
2026-02-04,Leeds,Logitech Mouse,Accessories,2,1253.79,984.39,2507.58,538.8
2026-02-05,Birmingham,PS5 Controller,Gaming,3,1444.15,946.55,4332.45,1492.8
2026-02-06,Birmingham,Xbox Controller,Gaming,5,123.76,79.0,618.8,223.8
2026-02-07,Leeds,Amazon Fire HD,Tablets,4,640.39,357.9,2561.56,1129.96
2026-02-08,Manchester,Dell XPS 13,Laptops,3,408.27,248.87,1224.81,478.2
2026-02-09,Newcastle,Logitech Mouse,Accessories,2,488.55,293.13,977.1,390.84
2026-02-10,Birmingham,MacBook Pro M2,Laptops,2,1022.61,664.66,2045.22,715.9
2026-02-11,Manchester,Dell XPS 13,Laptops,5,993.92,499.76,4969.6,2470.8
2026-02-12,Manchester,Gaming Headset,Gaming,4,1156.83,781.05,4627.32,1503.12
2026-02-13,Liverpool,MacBook Pro M2,Laptops,1,476.53,333.84,476.53,142.69
2026-02-14,Birmingham,iPad Pro,Tablets,3,1075.01,799.64,3225.03,826.11
2026-02-15,Newcastle,iPhone 14,Smartphones,3,531.79,390.8,1595.37,422.97
2026-02-16,Leeds,iPad 10,Tablets,4,585.73,419.83,2342.92,663.6
2026-02-17,Newcastle,iPad Pro,Tablets,3,1496.48,848.35,4489.44,1944.39
2026-02-18,Manchester,iPhone 15,Smartphones,1,470.65,267.96,470.65,202.69
2026-02-19,Newcastle,Lenovo Tab M10,Tablets,5,474.68,328.13,2373.4,732.75
2026-02-20,London,Samsung A54,Smartphones,2,272.99,176.45,545.98,193.08
2026-02-21,London,MacBook Pro M2,Laptops,1,1041.8,645.07,1041.8,396.73
2026-02-22,Liverpool,Samsung S22,Smartphones,4,516.72,272.25,2066.88,977.88
2026-02-23,London,Lenovo Tab M10,Tablets,5,1423.41,863.46,7117.05,2799.75
2026-02-24,Liverpool,HP Pavilion,Laptops,1,641.05,331.88,641.05,309.17
2026-02-25,Newcastle,Samsung S22,Smartphones,2,1289.77,974.94,2579.54,629.66
2026-02-26,Birmingham,Samsung A54,Smartphones,3,473.52,243.43,1420.56,690.27
2026-02-27,Liverpool,USB-C Cable,Accessories,4,1461.22,1008.93,5844.88,1809.16
2026-02-28,London,Samsung Tab S9,Tablets,4,650.66,514.88,2602.64,543.12
2026-03-01,Birmingham,PS5 Controller,Gaming,4,1229.61,1015.21,4918.44,857.6
2026-03-02,Newcastle,USB-C Cable,Accessories,4,445.24,266.21,1780.96,716.12
2026-03-03,Liverpool,Lenovo ThinkPad,Laptops,4,748.95,490.37,2995.8,1034.32
2026-03-04,Leeds,Anker Charger,Accessories,3,340.05,194.85,1020.15,435.6
2026-03-05,Birmingham,Amazon Fire HD,Tablets,5,240.89,143.06,1204.45,489.15
2026-03-06,Liverpool,MacBook Pro M2,Laptops,5,1244.49,876.98,6222.45,1837.55
2026-03-07,Newcastle,Lenovo ThinkPad,Laptops,3,969.43,572.87,2908.29,1189.68
2026-03-08,Newcastle,Anker Charger,Accessories,4,200.73,108.17,802.92,370.24
2026-03-09,Manchester,AirPods Pro,Accessories,4,1016.18,801.28,4064.72,859.6
2026-03-10,Leeds,Gaming Headset,Gaming,3,553.5,406.79,1660.5,440.13
